Name,Ward No,Block Number,North,East,South,West
Basant Kumar,23,30,Starting from Nala opposite House of Lambardhar moving on the lower cemetry road covering Vishal Cottage Savitri Niwas and coming up to house of Nirmal Thakur,From the house of Nirmal Thakur moving downward on the path covering Ram Kali niwas BSNL tower and coming up to Bhandari Niwas,From Bhandari niwas moving on the cemetery road and coming up to the Nala,From Nala moving upward covering vacant land up to the Lambhardhar house which is excluded and is starting point of the block
Basant Kumar,22,24,Starting from Naresh Niwas comprising Dimple provision store upper cemetery road covering Sukh Sadan House of S.P Gupta Aaganwadi Kender and coming up to Vikram chandel Niwas,from Vikram Chandel niwas moving downward on the stairs covering Chauhan niwas Parkesh kutir up to Satya niwas,From Satya niwas moving on pakka path covering Shiv Kutir and Coming up to Tara niwas,From Tara Niwas moving upward on the path covering Shambu Bhawan Gupta Gen Store and coming up to Naresh Niwas the starting point of the block
Basant Kumar,23,18,Starting from nav anchal niwas ward boundary moving on lower cymetry road toward bhattakufar covering Abhishek cottage kehar niwas up to Abhishek gen store near Nala excluding Deepak cottage,From abhishek gen store moving downward padal path on Nala covering Amar Singh niwas up to bye pass road popli regency,From popli regency moving on bye pass road towards malyana side covering whole popli regency up to inder niwas on bye pass road,From inder niwas moving upward on ward boundary Nala covering sunny cottage rajta niwas up to starting point nav anchal niwas
Basant Kumar,23,29,Starting from O.P Advocate house moving on path covering Harish Soni Niwas coming up to the V.C Bhatt niwas,From V.C Bhatt Niwas moving downward stairs covering O.P. Gupta niwas coming up to the Thakur niwas,From Thakur Niwas moving on path covering Parveen house coming up to the Lata Niwas,From Lata Niwas moving upward stairs coming up to O.P Advocate house starting point of the block
Basant Kumar,23,16,Starting from Parkash Kunj moving on the Upper Cemetery road and coming up to house of Narender Thakur,From the house of Narender Thakur moving downwards along the nala covering Nari niketen and coming up to H/o Devi Chand Niwas near Lower cemetery road.,From H/o Devi Chand Niwas near Lower cemetery road moving on the same and coming up to Sarkek Niwas,From Sarkek Niwas moving upwards on the stairs covering Kainthla Niwas Galaxy Cottage and coming up to Parkash Kunj the starting point of the block
Basant Kumar,21,6,Starting from Rain shelter near Dhalli Tunnel moving along the main road covering hotel Dazzle patrol pump sabji mandi daknishewar temple covering M.C Samudaik Bhawan on the Ambulance road further coming up to Kala niwas,From Kala niwas moving downward on the stairs covering Rana cottage Sant niwas and coming up to Gopal verma house,From Gopal verma house moving on the road coming up to Sacred Heart school,From Sacred heart school moving on the road covering shops and coming up to Rain Shelter starting point of the block
Basant Kumar,22,2,Starting from Rain Shelter on the moving on Cemetery road and coming up to PWD old QTR,From PWD Old Qtr moving on downward on the stairs covering Ram Niwas Verma Niwas (Krishan veerma) and coming up to B.K Niwas on Lower cemetry Road,From B.K Niwas moving on lower cemetery road covering Kanwar Niwas and coming up to U.C.Building of Virender,From U.C. Building Virender moving upward on the road and coming up to the Starting point of Block Rain Shelter
Basant Kumar,22,31,Starting from Raj cottage moving on path covering Mohit niwas P.C. Gupta Niwas coming up to the Jai Moti Bhawan,From Jai Moti Bhawan moving downward on the stairs covering Vikrant Bhawan Chauhan Niwas and coming up to Shantnu Niwas,From Shantnu Niwas moving on the stairs covering Kaldiak Niwas and coming up to Sham Niwas,From Sham Niwas Moving on the upward and coming up to Raj Cottage the starting point of the block
Basant Kumar,22,3,"Starting from Sandeep Bhawan on the cemetery road covering Holy cottage, Sai Medical shop up to Ajay Niwas","From Ajay Niwas moving downward on the stairs covering Narendra sadan, Jagat niwas up to Mahinder niwas",From Mahinder Niwas moving on lower cemetery road covering Inder Pal niwas Matoshri niwas up to Rukmani cottage,From Rukmani cottage moving upwards on the stairs covering Daulat niwas Himral niwas up to Sandeep bhawan the starting point of the block
Basant Kumar,22,4,Starting From Satyam Bhawan on the ward boundry moving on the path and coming up to Rathore Niwas,from Rathore niwas moving downwards on the stairs and coming up to Ishan bhawan comrising Chauhan provision Store on the upper cemetery path,From Ishan Bhawan Moving on the upper Cemetery road covering HPSEB office and HPPWD Residential Building and coming up to Dhalli tunnel,From Dhalli Tunnel moving upward and coming up to Satyam Bhawan the starting point of the block
Basant Kumar,34,16,Starting from Tejinder villa near durga mandir going along the road covering thakur ashiana sam villa neera sharma house electricity sub station and then turning around going upwards the road upto Ajay automobiles on right,From Ajay automobiles going along the jungle area hppcl transit camprobinson cottage kedar cottage and upto Awasthi niwas excluding rk chava house,From Awasthi Niwas going upstairs covering avantika building excluding new verma cottage upto shiv villa,From this point going upstairs covering RD bali durga mandir on right upto house of Tejinder Singh near hotel Avon villa.
Basant Kumar,34,17,Starting from the Anglican church going along the road moving upto sharma Niwas.,From Sharma Niwas going the stairs diwnwards covering all houses on right upto vidya khem lal excluding R D bali house and then going along the imaginary line between shiv villa and vidya khem lal and then covering chaudhry niwas to new verma cottage upto house of RK Chauva,From the RK chauva building going along the jungle side covering Shandial niwas kashmiri building upto CPRI hall,from CPRI Hall going along jungle covering mc toilets chauhan building upto Anglican Church near rajesh thakur.
Basant Kumar,13,19,Starting from the Baba Balak Nath Mandir moving toward East covering Vicky House M.C Qtr building coming up to the house of Ram Lubyha,From the house of Ram Lubyha moving downward covering Balmiki Mandir coming up to the Anil daily needs at Love Kush chowk,From anil daily needs at Love Kush chowk moving on road covering Thakur niwas house of Rajkumar Bunty Grover and coming up to the house of O.P Dutt,From the house of O.P Dutt moving upwards on stairs covering house of Shyam Lal and coming up to the starting point of the block which is Baba Balak Nath Mandir
Basant Kumar,34,7,Starting from the CPWD office going upwards the cowd road covering block 9 wine shop on right side and upto sharma bhojanalaya,From this point going along the potato research road covering GS Shekhawat block upto C block and then meeting into the shimla byepass road,from this point going along the shimla byepass road covering block D jaisam villa bemloe nala and upto block ABC cpwd,from this point block ABC cpwd going upwards the stairs upto CPWD Office near Block 6 servant quarters
Basant Kumar,34,10,Starting from the Gopika niwas moving on the path covering Rajesh kumar bansal house and coming up to the house of H.K Paul,From the house of H.K Paul moving on the path covering public toilts and coming up to the hpseb office on the cm residance road,"From HPSEB Office on the cm residance road moving downward covering house of R.N Gupta, Sarasvati bhawan, Swastik sadan lower and coming up to the cliffen appartments",From the Cliffen Appartment moving toward northward covering Jagtambe cottage and coming up to Gopika Niwas which is the starting point of the block
Basant Kumar,13,22,Starting from the Grover Niwas moving towards East on Lalpani/Krishana Nagar Road covering Hans Niwas Sunil kumar house and coming up to the Duggal Niwas,From the Duggal Niwas moving downward on nala covering Sodi Building Tulsi Cottage coming up to the Sanjay house,From Sanjay house moving towards west covering house of Vajir chand Asha and coming up to the house of Thakur Das,From the house of Thakur dass moving upward covering Radha Swami cottage and coming up to the Grover niwas which is the starting point of the Block
Basant Kumar,34,12,"Starting from the house of Ashwani sharma moving towards eastward covering cozi nest, c.l gupta house, R.K Sood house, kasturbha ghandhi national memorial trust and coming up to the vacant plot near nallah opposite saraswati bhawan (excluding)","From vacant plot near nallah opposite saraswati bhawan (excluding) moving toward southward on the road covering hpseb qtr, House of Yudveer singh and coming up to the bharat gas agency near urban development office (excluding)","From bharat gas agency near urban development office (excluding) moving toward westward on the cart road covering H.P Forest Office, Transit House and coming up to the govil niwas","From the Govil niwas moving on the cart road covering house Kashmir singh rana, adward green and coming up to the house of Ashwani sharma house which is the starting point of the block"
